critic_review_id,critic_id,movie_id,score_100,letter_grade,review_title,review_text,reviewed_at,verdict,recommended,top_pick
CRV00291,CRT023,MOV0177,52,D,Winter Atlas Chronicle: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2019-10-11T15:35:38Z,negative,false,false
CRV00292,CRT023,MOV0139,54,D,Morrowglass Reverie: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-07-25T04:50:55Z,negative,false,false
CRV00293,CRT023,MOV0083,80,B+,Lumenward Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2017-05-04T14:00:53Z,positive,true,false
CRV00294,CRT023,MOV0187,92,A,Jade Frequency Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-12-23T07:44:09Z,positive,true,false
CRV00295,CRT023,MOV0077,73,B-,"Echohaven Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-04-20T20:00:21Z,mixed,true,false
CRV00296,CRT023,MOV0057,65,C+,"Nimbria Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-09-12T21:13:54Z,mixed,false,false
CRV00297,CRT024,MOV0129,85,A-,Kestrel Dawn Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2016-07-31T17:32:23Z,positive,true,false
CRV00298,CRT024,MOV0067,78,B,"Orion Vale Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-07-28T15:17:39Z,mixed,true,false
CRV00299,CRT024,MOV0158,84,B+,Amber Circuit Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2012-01-14T13:16:50Z,positive,true,false
CRV00300,CRT024,MOV0109,71,B-,"Tidal Ember Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-09-15T07:41:09Z,mixed,true,false
CRV00301,CRT024,MOV0014,73,B-,"Velora Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-02-24T18:39:42Z,mixed,true,false
CRV00302,CRT024,MOV0051,62,C,"Nimbria Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-01-27T20:59:46Z,mixed,false,false
CRV00303,CRT024,MOV0178,66,C+,"Winter Atlas Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-06-06T01:42:47Z,mixed,false,false
CRV00304,CRT024,MOV0190,68,C+,"Jade Frequency Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-10-14T22:00:30Z,mixed,false,false
CRV00305,CRT024,MOV0066,52,D,Orion Vale Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2013-11-01T04:53:37Z,negative,false,false
CRV00306,CRT024,MOV0068,64,C,"Orion Vale Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2013-01-14T08:37:47Z,mixed,false,false
CRV00307,CRT024,MOV0118,87,A-,Novafield Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2015-09-03T18:07:51Z,positive,true,false
CRV00308,CRT024,MOV0071,68,C+,"Echohaven Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2018-12-24T18:31:39Z,mixed,false,false
CRV00309,CRT025,MOV0110,56,C-,Tidal Ember Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2023-01-09T14:40:07Z,negative,false,false
CRV00310,CRT025,MOV0147,72,B-,"Silver Meridian Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-01-02T05:08:55Z,mixed,true,false
CRV00311,CRT025,MOV0111,60,C,"Novafield Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-06-24T19:33:15Z,mixed,false,false
CRV00312,CRT025,MOV0034,67,C+,"Cinderwake Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2010-09-14T00:32:21Z,mixed,false,false
CRV00313,CRT025,MOV0133,75,B,"Morrowglass Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-04-30T00:42:04Z,mixed,true,false
CRV00314,CRT025,MOV0070,60,C,"Orion Vale Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-06-09T21:39:06Z,mixed,false,false
CRV00315,CRT025,MOV0054,58,C-,Nimbria Protocol: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2023-01-13T23:37:01Z,negative,false,false
CRV00316,CRT025,MOV0200,89,A-,Crimson Harbor Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-09-27T07:23:23Z,positive,true,false
CRV00317,CRT025,MOV0141,85,A-,Silver Meridian Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-05-21T03:32:23Z,positive,true,false
CRV00318,CRT025,MOV0102,73,B-,"Tidal Ember Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2004-05-16T08:50:05Z,mixed,true,false
CRV00319,CRT025,MOV0094,60,C,"Ravenspire Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-09-18T06:36:48Z,mixed,false,false
CRV00320,CRT025,MOV0031,82,B+,Cinderwake Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-11-30T02:25:40Z,positive,true,false
CRV00321,CRT026,MOV0024,63,C,"Moonforge Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-06-11T03:05:49Z,mixed,false,false
CRV00322,CRT026,MOV0137,77,B,"Morrowglass Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-03-31T18:16:41Z,mixed,true,false
CRV00323,CRT026,MOV0082,55,C-,Lumenward Signal: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2011-12-09T21:10:36Z,negative,false,false
CRV00324,CRT026,MOV0175,86,A-,Winter Atlas Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-10-18T00:49:00Z,positive,true,false
CRV00325,CRT026,MOV0189,95,A+,Jade Frequency Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2011-10-09T04:28:59Z,positive,true,false
CRV00326,CRT026,MOV0141,83,B+,Silver Meridian Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-05-14T09:16:20Z,positive,true,false
CRV00327,CRT026,MOV0124,59,C-,Kestrel Dawn Protocol: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2011-02-22T18:55:50Z,negative,false,false
CRV00328,CRT026,MOV0012,47,D,Velora Signal: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2004-10-26T07:57:36Z,negative,false,false
CRV00329,CRT026,MOV0050,62,C,"Solivane Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-09-17T02:52:18Z,mixed,false,false
CRV00330,CRT026,MOV0194,72,B-,"Crimson Harbor Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-08-11T07:18:23Z,mixed,true,false
CRV00331,CRT026,MOV0193,51,D,Crimson Harbor Voyage: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",1998-06-21T09:17:59Z,negative,false,false
CRV00332,CRT026,MOV0051,71,B-,"Nimbria Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-01-23T12:47:50Z,mixed,true,false
CRV00333,CRT027,MOV0134,57,C-,Morrowglass Protocol: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2016-08-19T13:52:22Z,negative,false,false
CRV00334,CRT027,MOV0044,78,B,"Solivane Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-08-24T04:17:09Z,mixed,true,false
CRV00335,CRT027,MOV0137,89,A-,Morrowglass Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2017-04-03T22:23:59Z,positive,true,false
CRV00336,CRT027,MOV0149,84,B+,Silver Meridian Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2021-05-12T12:38:03Z,positive,true,false
CRV00337,CRT027,MOV0018,82,B+,Velora Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-01-15T00:09:09Z,positive,true,false
CRV00338,CRT027,MOV0055,76,B,"Nimbria Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-09-06T06:52:23Z,mixed,true,false
CRV00339,CRT027,MOV0088,52,D,Lumenward Constellation: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2013-05-05T22:13:43Z,negative,false,false
CRV00340,CRT027,MOV0096,65,C+,"Ravenspire Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-07-06T11:18:06Z,mixed,false,false
CRV00341,CRT027,MOV0061,62,C,"Orion Vale Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-12-28T03:03:48Z,mixed,false,false
CRV00342,CRT027,MOV0042,69,C+,"Solivane Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2015-02-24T13:27:30Z,mixed,false,false
CRV00343,CRT027,MOV0049,77,B,"Solivane Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2006-10-21T18:51:59Z,mixed,true,false
CRV00344,CRT027,MOV0077,88,A-,Echohaven Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-11-10T10:32:59Z,positive,true,false
CRV00345,CRT028,MOV0043,73,B-,"Solivane Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2003-07-08T19:37:28Z,mixed,true,false
CRV00346,CRT028,MOV0042,72,B-,"Solivane Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-10-04T20:17:16Z,mixed,true,false
CRV00347,CRT028,MOV0166,73,B-,"Hollow Prism Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2008-10-13T12:51:11Z,mixed,true,false
CRV00348,CRT028,MOV0101,55,C-,Tidal Ember Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2012-02-12T11:37:21Z,negative,false,false
CRV00349,CRT028,MOV0008,75,B,"Asterfall Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-07-03T10:25:54Z,mixed,true,false
CRV00350,CRT028,MOV0021,70,B-,"Moonforge Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-09-13T09:40:52Z,mixed,true,false
CRV00351,CRT028,MOV0023,71,B-,"Moonforge Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2025-05-04T22:09:35Z,mixed,true,false
CRV00352,CRT028,MOV0080,94,A,Echohaven Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-06-06T10:14:31Z,positive,true,false
CRV00353,CRT028,MOV0115,74,B-,"Novafield Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-01-28T07:14:55Z,mixed,true,false
CRV00354,CRT028,MOV0129,89,A-,Kestrel Dawn Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-07-04T00:14:04Z,positive,true,false
CRV00355,CRT028,MOV0159,84,B+,Amber Circuit Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2004-04-27T03:37:17Z,positive,true,false
CRV00356,CRT028,MOV0099,95,A+,Ravenspire Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-10-30T21:52:38Z,positive,true,false
CRV00357,CRT029,MOV0195,81,B+,Crimson Harbor Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2000-03-15T11:21:27Z,positive,true,false
CRV00358,CRT029,MOV0006,82,B+,Asterfall Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2010-02-27T13:08:15Z,positive,true,false
CRV00359,CRT029,MOV0138,89,A-,Morrowglass Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2014-06-07T09:15:14Z,positive,true,false
CRV00360,CRT029,MOV0013,88,A-,Velora Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2016-03-26T12:13:27Z,positive,true,false
CRV00361,CRT029,MOV0123,75,B,"Kestrel Dawn Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-06-29T05:49:01Z,mixed,true,false
CRV00362,CRT029,MOV0080,84,B+,Echohaven Crossing: a confident horror achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-05-08T21:22:36Z,positive,true,false
CRV00363,CRT029,MOV0167,90,A,Hollow Prism Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2010-01-12T03:47:10Z,positive,true,false
CRV00364,CRT029,MOV0173,77,B,"Winter Atlas Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-07-29T23:25:18Z,mixed,true,false
CRV00365,CRT029,MOV0043,81,B+,Solivane Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2013-06-04T02:20:52Z,positive,true,false
CRV00366,CRT029,MOV0161,80,B+,Hollow Prism Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-12-31T07:37:35Z,positive,true,false
CRV00367,CRT029,MOV0016,61,C,"Velora Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-09-14T21:50:49Z,mixed,false,false
CRV00368,CRT029,MOV0108,68,C+,"Tidal Ember Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-06-19T02:08:03Z,mixed,false,false
CRV00369,CRT030,MOV0186,68,C+,"Jade Frequency Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-01-10T09:44:44Z,mixed,false,false
CRV00370,CRT030,MOV0009,83,B+,Asterfall Reverie: a confident fantasy achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-05-02T00:08:13Z,positive,true,false
CRV00371,CRT030,MOV0168,69,C+,"Hollow Prism Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-11-12T12:30:16Z,mixed,false,false
CRV00372,CRT030,MOV0021,51,D,Moonforge Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2010-11-24T17:11:07Z,negative,false,false
CRV00373,CRT030,MOV0050,65,C+,"Solivane Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-01-17T04:24:37Z,mixed,false,false
CRV00374,CRT030,MOV0033,68,C+,"Cinderwake Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2018-05-13T16:12:59Z,mixed,false,false
CRV00375,CRT030,MOV0138,94,A,Morrowglass Constellation: a confident animation achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-06-30T19:45:26Z,positive,true,false
CRV00376,CRT030,MOV0078,62,C,"Echohaven Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-07-14T20:28:26Z,mixed,false,false
CRV00377,CRT030,MOV0147,70,B-,"Silver Meridian Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-09-14T18:14:37Z,mixed,true,false
CRV00378,CRT030,MOV0087,80,B+,Lumenward Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2025-01-13T01:11:27Z,positive,true,false
CRV00379,CRT030,MOV0016,55,C-,Velora Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2014-08-29T10:08:36Z,negative,false,false
CRV00380,CRT030,MOV0047,66,C+,"Solivane Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2012-07-24T23:35:36Z,mixed,false,false
CRV00381,CRT031,MOV0019,73,B-,"Velora Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-11-10T10:54:11Z,mixed,true,false
CRV00382,CRT031,MOV0048,66,C+,"Solivane Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-01-21T22:20:14Z,mixed,false,false
CRV00383,CRT031,MOV0156,67,C+,"Amber Circuit Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-04-07T00:07:41Z,mixed,false,false
CRV00384,CRT031,MOV0089,77,B,"Lumenward Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2010-04-15T13:38:36Z,mixed,true,false
CRV00385,CRT031,MOV0165,55,C-,Hollow Prism Garden: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2026-03-10T18:33:20Z,negative,false,false
CRV00386,CRT031,MOV0131,78,B,"Morrowglass Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-07-04T16:26:29Z,mixed,true,false
CRV00387,CRT031,MOV0198,55,C-,Crimson Harbor Constellation: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-04-27T18:51:59Z,negative,false,false
CRV00388,CRT031,MOV0197,75,B,"Crimson Harbor Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-04-07T15:40:26Z,mixed,true,false
CRV00389,CRT031,MOV0021,60,C,"Moonforge Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2009-09-25T01:23:45Z,mixed,false,false
CRV00390,CRT031,MOV0174,88,A-,Winter Atlas Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2014-02-04T01:26:04Z,positive,true,false
CRV00391,CRT031,MOV0106,58,C-,Tidal Ember Paradox: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2018-07-06T12:58:21Z,negative,false,false
CRV00392,CRT031,MOV0102,78,B,"Tidal Ember Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2021-05-11T17:56:12Z,mixed,true,false
CRV00393,CRT032,MOV0057,76,B,"Nimbria Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-03-17T08:53:55Z,mixed,true,false
CRV00394,CRT032,MOV0024,78,B,"Moonforge Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2011-05-01T09:53:26Z,mixed,true,false
CRV00395,CRT032,MOV0133,72,B-,"Morrowglass Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-02-26T01:00:09Z,mixed,true,false
CRV00396,CRT032,MOV0155,91,A,Amber Circuit Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2023-10-19T03:32:35Z,positive,true,false
CRV00397,CRT032,MOV0060,62,C,"Nimbria Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-09-28T21:00:12Z,mixed,false,false
CRV00398,CRT032,MOV0128,68,C+,"Kestrel Dawn Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-09-05T15:09:53Z,mixed,false,false
CRV00399,CRT032,MOV0097,97,A+,Ravenspire Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-03-28T06:42:51Z,positive,true,false
CRV00400,CRT032,MOV0031,87,A-,Cinderwake Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2014-10-14T06:18:43Z,positive,true,false
CRV00401,CRT032,MOV0181,68,C+,"Jade Frequency Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-07-31T22:45:26Z,mixed,false,false
CRV00402,CRT032,MOV0090,78,B,"Lumenward Crossing: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2018-10-05T04:41:54Z,mixed,true,false
CRV00403,CRT032,MOV0193,68,C+,"Crimson Harbor Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2007-06-30T19:19:32Z,mixed,false,false
CRV00404,CRT032,MOV0161,91,A,Hollow Prism Archive: a confident drama achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2020-06-24T08:54:44Z,positive,true,false
CRV00405,CRT033,MOV0120,52,D,Novafield Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2022-03-13T10:41:22Z,negative,false,false
CRV00406,CRT033,MOV0107,74,B-,"Tidal Ember Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-03-14T07:46:43Z,mixed,true,false
CRV00407,CRT033,MOV0053,90,A,Nimbria Voyage: a confident thriller achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2019-06-17T13:18:17Z,positive,true,false
CRV00408,CRT033,MOV0194,72,B-,"Crimson Harbor Protocol: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2022-04-12T20:12:12Z,mixed,true,false
CRV00409,CRT033,MOV0141,69,C+,"Silver Meridian Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-08-09T20:02:49Z,mixed,false,false
CRV00410,CRT033,MOV0048,70,B-,"Solivane Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-12-14T15:15:06Z,mixed,true,false
CRV00411,CRT033,MOV0051,53,D,Nimbria Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2018-11-14T04:47:07Z,negative,false,false
CRV00412,CRT033,MOV0176,76,B,"Winter Atlas Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-04-20T10:56:29Z,mixed,true,false
CRV00413,CRT033,MOV0177,54,D,Winter Atlas Chronicle: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2021-04-22T05:58:14Z,negative,false,false
CRV00414,CRT033,MOV0175,81,B+,Winter Atlas Garden: a confident romance achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2018-04-23T05:40:43Z,positive,true,false
CRV00415,CRT033,MOV0063,63,C,"Orion Vale Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2000-06-09T13:00:31Z,mixed,false,false
CRV00416,CRT033,MOV0066,67,C+,"Orion Vale Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2014-07-08T10:06:01Z,mixed,false,false
CRV00417,CRT034,MOV0168,63,C,"Hollow Prism Constellation: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2006-03-14T23:29:28Z,mixed,false,false
CRV00418,CRT034,MOV0016,69,C+,"Velora Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2026-06-24T01:36:23Z,mixed,false,false
CRV00419,CRT034,MOV0103,67,C+,"Tidal Ember Voyage: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-09-02T07:41:15Z,mixed,false,false
CRV00420,CRT034,MOV0030,55,C-,Moonforge Crossing: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2012-07-03T12:38:52Z,negative,false,false
CRV00421,CRT034,MOV0129,75,B,"Kestrel Dawn Reverie: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2016-01-29T12:44:30Z,mixed,true,false
CRV00422,CRT034,MOV0055,69,C+,"Nimbria Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2023-10-18T15:58:01Z,mixed,false,false
CRV00423,CRT034,MOV0115,69,C+,"Novafield Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2006-11-06T08:41:46Z,mixed,false,false
CRV00424,CRT034,MOV0077,82,B+,Echohaven Chronicle: a confident documentary achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2026-03-07T12:03:42Z,positive,true,false
CRV00425,CRT034,MOV0046,78,B,"Solivane Paradox: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-12-16T05:20:07Z,mixed,true,false
CRV00426,CRT034,MOV0175,77,B,"Winter Atlas Garden: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2020-12-08T15:39:01Z,mixed,true,false
CRV00427,CRT034,MOV0021,57,C-,Moonforge Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",1997-12-24T10:01:40Z,negative,false,false
CRV00428,CRT034,MOV0012,62,C,"Velora Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2024-09-26T03:11:21Z,mixed,false,false
CRV00429,CRT035,MOV0144,58,C-,Silver Meridian Protocol: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2020-11-26T06:36:26Z,negative,false,false
CRV00430,CRT035,MOV0052,75,B,"Nimbria Signal: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2007-09-30T08:18:31Z,mixed,true,false
CRV00431,CRT035,MOV0156,84,B+,Amber Circuit Paradox: a confident action achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2024-10-02T18:02:48Z,positive,true,false
CRV00432,CRT035,MOV0031,74,B-,"Cinderwake Archive: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2017-12-09T09:24:41Z,mixed,true,false
CRV00433,CRT035,MOV0007,67,C+,"Asterfall Chronicle: vivid ideas, uneven rhythm","Several sequences are memorable, but the structure loses momentum before recovering near the end.",2019-02-19T22:10:21Z,mixed,false,false
CRV00434,CRT035,MOV0061,59,C-,Orion Vale Archive: ambition without enough focus,"The premise is promising, yet the character logic and pacing never fully support its ambitions.",2019-07-18T14:21:46Z,negative,false,false
CRV00435,CRT035,MOV0114,84,B+,Novafield Protocol: a confident science fiction achievement,"The direction is assured, the performances are precise, and the final movement earns its emotion.",2022-12-16T02:36:02Z,positive,true,false
