movie_id,title,title_ko,release_date,release_year,primary_genre,secondary_genre,production_country,original_language,runtime_minutes,content_rating,director_name,studio_name,production_budget_usd,box_office_usd,platform_release_date,is_platform_original,synopsis
MOV0177,Winter Atlas Chronicle,겨울 지도: 연대기,2003-08-11,2003,Documentary,Horror,IN,hi,71,12+,Lea Voss,Copper Kite Media,1995070,495023,2022-08-28,false,"겨울 지도: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0178,Winter Atlas Constellation,겨울 지도: 별자리,1995-09-06,1995,Animation,Action,US,en,116,ALL,Tomas Calder,Northstar Fiction,142743169,179244763,2026-03-28,false,"겨울 지도: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0179,Winter Atlas Reverie,겨울 지도: 몽상,2014-04-28,2014,Fantasy,Comedy,FR,fr,130,ALL,Nora Ren,Riverglass Pictures,22877456,85354007,2023-08-06,false,"겨울 지도: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0180,Winter Atlas Crossing,겨울 지도: 교차점,2007-10-01,2007,Horror,Documentary,AU,en,149,ALL,Ishan Mirel,Blue Lantern Works,29563692,163947824,2023-03-24,false,"겨울 지도: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0181,Jade Frequency Archive,비취 주파수: 기록,1999-10-27,1999,Drama,Romance,US,en,145,18+,Theo Sarin,Mosaic Frame Lab,14670195,28538074,2021-09-15,false,"비취 주파수: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0182,Jade Frequency Signal,비취 주파수: 신호,2011-10-16,2011,Comedy,Romance,FR,fr,132,15+,Aya Neri,Riverglass Pictures,35634740,96523124,2022-01-18,false,"비취 주파수: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0183,Jade Frequency Voyage,비취 주파수: 항해,2021-09-26,2021,Thriller,Drama,AU,en,111,18+,Ari Alden,Copper Kite Media,37382220,132059355,2025-06-09,false,"비취 주파수: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0184,Jade Frequency Protocol,비취 주파수: 규약,2021-08-14,2021,Science Fiction,Animation,KR,ko,102,18+,Mina Bora,Copper Kite Media,33928820,47340294,2023-03-07,false,"비취 주파수: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0185,Jade Frequency Garden,비취 주파수: 정원,2024-07-30,2024,Romance,Animation,GB,en,155,7+,Jun Voss,Copper Kite Media,36337055,153422024,2024-07-30,true,"비취 주파수: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0186,Jade Frequency Paradox,비취 주파수: 역설,2006-09-21,2006,Action,Thriller,CA,en,151,15+,Lea Calder,Riverglass Pictures,31448035,123139225,2025-12-12,false,"비취 주파수: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0187,Jade Frequency Chronicle,비취 주파수: 연대기,2010-10-14,2010,Documentary,Drama,BR,pt,87,12+,Tomas Ren,Cloudberry Films,5537593,31808775,2024-06-11,false,"비취 주파수: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0188,Jade Frequency Constellation,비취 주파수: 별자리,2008-05-04,2008,Animation,Comedy,JP,ja,87,ALL,Nora Mirel,Riverglass Pictures,123573661,613357039,2026-02-01,false,"비취 주파수: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0189,Jade Frequency Reverie,비취 주파수: 몽상,2005-03-25,2005,Fantasy,Animation,DE,de,154,ALL,Ishan Vale,Riverglass Pictures,14382613,31653313,2026-04-24,false,"비취 주파수: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0190,Jade Frequency Crossing,비취 주파수: 교차점,1998-12-24,1998,Horror,Comedy,IN,hi,160,7+,Sora Kwon,Copper Kite Media,42223287,126001873,2022-03-25,false,"비취 주파수: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0191,Crimson Harbor Archive,진홍 항구: 기록,2003-02-18,2003,Drama,Horror,JP,ja,162,ALL,Aya Alden,Northstar Fiction,21554530,78309411,2021-10-02,false,"진홍 항구: 기록은(는) drama 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0192,Crimson Harbor Signal,진홍 항구: 신호,2011-05-07,2011,Comedy,Animation,DE,de,94,7+,Ari Bora,Quiet Comet Studio,55715832,183742049,2022-06-27,false,"진홍 항구: 신호은(는) comedy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0193,Crimson Harbor Voyage,진홍 항구: 항해,1995-05-20,1995,Thriller,Fantasy,IN,hi,135,ALL,Mina Voss,Blue Lantern Works,53170319,99524610,2025-07-12,false,"진홍 항구: 항해은(는) thriller 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0194,Crimson Harbor Protocol,진홍 항구: 규약,2016-06-15,2016,Science Fiction,Fantasy,US,en,101,ALL,Jun Calder,Northstar Fiction,30681706,47797911,2025-04-09,false,"진홍 항구: 규약은(는) science fiction 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0195,Crimson Harbor Garden,진홍 항구: 정원,1999-12-03,1999,Romance,Horror,FR,fr,153,18+,Lea Ren,Copper Kite Media,34885292,173137843,2025-12-13,false,"진홍 항구: 정원은(는) romance 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0196,Crimson Harbor Paradox,진홍 항구: 역설,2003-07-11,2003,Action,Comedy,AU,en,121,12+,Tomas Mirel,Mosaic Frame Lab,46545231,211443129,2025-04-03,false,"진홍 항구: 역설은(는) action 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0197,Crimson Harbor Chronicle,진홍 항구: 연대기,2019-01-08,2019,Documentary,Science Fiction,KR,ko,106,7+,Nora Vale,Northstar Fiction,5543172,24160779,2024-11-10,false,"진홍 항구: 연대기은(는) documentary 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0198,Crimson Harbor Constellation,진홍 항구: 별자리,2004-11-15,2004,Animation,Horror,GB,en,114,18+,Ishan Kwon,Copper Kite Media,96302892,129292718,2022-10-08,false,"진홍 항구: 별자리은(는) animation 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0199,Crimson Harbor Reverie,진홍 항구: 몽상,1998-04-02,1998,Fantasy,Thriller,CA,en,110,18+,Sora Sarin,Blue Lantern Works,25025630,49462751,2024-11-06,false,"진홍 항구: 몽상은(는) fantasy 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
MOV0200,Crimson Harbor Crossing,진홍 항구: 교차점,2025-05-16,2025,Horror,Science Fiction,BR,pt,92,18+,Theo Neri,Blue Lantern Works,55664237,235413277,2025-05-16,true,"진홍 항구: 교차점은(는) horror 장르의 이야기로, 낯선 선택이 한 공동체의 미래를 바꾸는 과정을 그린다."
